SITEVISITID,REGION,ISLAND,SITE,REEF_ZONE,DEPTH_BIN,MISSIONID,OBS_YEAR,DATE_,HABITAT_CODE,LATITUDE_LOV,LONGITUDE_LOV,EXCLUDE_FLAG,new_MIN_DEPTH_M,new_MAX_DEPTH_M,Benthic,Fish,SEC_NAME,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,TUT2012,OTHER_AREA_GROUPING,SPECIAL_PROJ_YN,SPECIAL_PROJ_DESCRIPTION
13372,MHI,Oahu,OAH-00024,Forereef,Mid,SE1902_MHI_LEG3,2019,8/5/2019,NA,21.26184,-157.76547,0,14.62968607,14.62968607,0,0,OAH_SOUTH,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6436,MHI,Oahu,OAH-00462,Forereef,Mid,SB1320,2013,10/24/2013,AGR,21.46609769,-157.7642707,0,10.6,13,0,1,OAH_NE,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6450,MHI,Oahu,OAH-01462,Forereef,Mid,SB1320,2013,10/28/2013,AGR,21.46605159,-157.7642482,0,12.49619019,13.71533069,1,0,OAH_NE,RANDOM,RAMP_BASIC,2013,NA,NA,0,0
13355,MHI,Oahu,OAH-03265,Forereef,Mid,SE1902_MHI_LEG3,2019,8/5/2019,PAV,21.25686,-157.7626,0,15.84883,16.4584,1,0,OAH_SOUTH,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7825,MHI,Oahu,OAH-02183,Forereef,Deep,MP1514,2015,7/29/2015,PAV,21.470013,-157.761159,-1,17.6,18.2,0,1,OAH_NE,RANDOM,RAMP_BASIC,2013-15,NA,NA,MAYBE,Mabe Rebreather
7826,MHI,Oahu,OAH-02183,Forereef,Deep,MP1514,2015,7/29/2015,PAV,21.470013,-157.761159,-1,17.4,20.5,0,1,OAH_NE,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13353,MHI,Oahu,OAH-03301,Forereef,Shallow,SE1902_MHI_LEG3,2019,8/5/2019,AGR,21.26962,-157.7579,0,3.962207,4.876562,1,0,OAH_SOUTH,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7630,MHI,Oahu,OAH-02086,Forereef,Shallow,HA1503,2015,6/23/2015,PAV,21.26953,-157.755277,0,4.9,5.9,0,1,OAH_SOUTH,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7629,MHI,Oahu,OAH-02034,Forereef,Mid,HA1503,2015,6/23/2015,SCR,21.262502,-157.753272,0,15.3,16.1,0,1,OAH_SOUTH,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13352,MHI,Oahu,OAH-03259,Forereef,Deep,SE1902_MHI_LEG3,2019,8/5/2019,SCR,21.25259,-157.7507,0,23.46845,23.77324,1,0,OAH_SOUTH,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9977,MHI,Oahu,OAH-02846,Forereef,Mid,HA1606,2016,8/17/2016,PAV,21.26175,-157.7458,0,14.62969,15.54404,1,0,OAH_SOUTH,RANDOM,RAMP_BASIC,2016,NA,NA,0,
13359,MHI,Oahu,OAH-03444,Forereef,Deep,SE1902_MHI_LEG3,2019,8/5/2019,SCR,21.25482,-157.7457,0,21.3,21.3,0,1,OAH_SOUTH,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
10084,MHI,Oahu,OAH-02276,Forereef,Deep,HA1606,2016,8/23/2016,PAV,21.46566,-157.7444,0,28.5,28.5,0,1,OAH_NE,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6428,MHI,Oahu,OAH-00417,Forereef,Deep,SB1320,2013,10/24/2013,PAV,21.46424965,-157.7434042,0,25.3,26.2,0,1,OAH_NE,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7624,MHI,Oahu,OAH-02017,Forereef,Shallow,HA1503,2015,6/23/2015,PAV,21.27301376,-157.7404445,0,3,3.9,0,1,OAH_SOUTH,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9982,MHI,Oahu,OAH-02387,Forereef,Mid,HA1606,2016,8/17/2016,PAV,21.26315,-157.7388,0,15.8,15.9,0,1,OAH_SOUTH,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6433,MHI,Oahu,OAH-00418,Forereef,Shallow,SB1320,2013,10/24/2013,PAV,21.41810711,-157.7379201,0,3.7,4,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7623,MHI,Oahu,OAH-02036,Forereef,Mid,HA1503,2015,6/23/2015,PAV,21.27142204,-157.7366925,0,9.9,11.4,0,1,OAH_SOUTH,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13360,MHI,Oahu,OAH-03490,Forereef,Shallow,SE1902_MHI_LEG3,2019,8/5/2019,AGR,21.27404,-157.7347,0,4.6,5.5,0,1,OAH_SOUTH,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9981,MHI,Oahu,OAH-02407,Forereef,Mid,HA1606,2016,8/17/2016,RRB,21.27137,-157.7344,0,12.1,13.3,0,1,OAH_SOUTH,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
10063,MHI,Oahu,OAH-02564,Forereef,Shallow,HA1606,2016,8/22/2016,PSC,21.4074,-157.7322,0,4.737824,4.923621,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,0,
6426,MHI,Oahu,OAH-00437,Forereef,Shallow,SB1320,2013,10/24/2013,PSC,21.41352925,-157.7268286,0,5.2,6.4,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
10067,MHI,Oahu,OAH-02235,Forereef,Mid,HA1606,2016,8/22/2016,AGR,21.42502,-157.7208,0,14.8,15,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
10068,MHI,Oahu,OAH-02251,Forereef,Shallow,HA1606,2016,8/22/2016,PAV,21.40639,-157.7205,0,3.6,5.1,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6434,MHI,Oahu,OAH-00384,Forereef,Deep,SB1320,2013,10/24/2013,PAV,21.44367635,-157.7198582,0,23.3,23.9,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
10056,MHI,Oahu,OAH-02214,Forereef,Deep,HA1606,2016,8/22/2016,PAV,21.44967,-157.7185,0,24.5,24.7,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6427,MHI,Oahu,OAH-00403,Forereef,Mid,SB1320,2013,10/24/2013,PAV,21.43421645,-157.7183111,0,15.7,15.9,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7622,MHI,Oahu,OAH-02058,Forereef,Mid,HA1503,2015,6/23/2015,PAV,21.26450923,-157.7178398,0,9,9.7,0,1,OAH_SOUTH,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
10062,MHI,Oahu,OAH-02518,Forereef,Deep,HA1606,2016,8/22/2016,PAV,21.43288,-157.7176,0,19.81103,22.5541,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,0,
6435,MHI,Oahu,OAH-00404,Forereef,Mid,SB1320,2013,10/24/2013,ROB,21.46088063,-157.7163888,0,11.6,12,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6432,MHI,Oahu,OAH-00428,Forereef,Shallow,SB1320,2013,10/24/2013,AGR,21.40350466,-157.7157074,0,3.9,5.5,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6420,MHI,Oahu,OAH-01428,Forereef,Shallow,SB1320,2013,10/23/2013,SAG,21.40348144,-157.7157052,0,4.571776897,6.09570253,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2013,NA,NA,0,0
10057,MHI,Oahu,OAH-02223,Forereef,Mid,HA1606,2016,8/22/2016,PPR,21.40955,-157.709,0,12.7,13.7,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6419,MHI,Oahu,OAH-01401,Forereef,Mid,SB1320,2013,10/23/2013,SAG,21.39992894,-157.702861,0,12.49619019,13.41054557,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2013,NA,NA,0,0
6425,MHI,Oahu,OAH-00401,Forereef,Mid,SB1320,2013,10/24/2013,AGR,21.40004964,-157.7027804,0,11.9,13.7,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
10092,MHI,Oahu,OAH-02569,Forereef,Deep,HA1606,2016,8/24/2016,ROB,21.2591,-157.7023,0,21.94453,25.29717,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,0,
6438,MHI,Oahu,OAH-00439,Forereef,Shallow,SB1320,2013,10/25/2013,AGR,21.36064405,-157.7012019,0,4.9,5.8,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6417,MHI,Oahu,OAH-01435,Forereef,Shallow,SB1320,2013,10/23/2013,PSC,21.37314012,-157.7003016,0,4.571776897,6.09570253,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2013,NA,NA,0,0
6437,MHI,Oahu,OAH-00435,Forereef,Shallow,SB1320,2013,10/25/2013,SCR,21.37308011,-157.7001587,0,3.7,4,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13358,MHI,Oahu,OAH-02921,Forereef,Mid,SE1902_MHI_LEG3,2019,8/5/2019,ROB,21.26083,-157.6975,0,16.4,19.8,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
10058,MHI,Oahu,OAH-02239,Forereef,Shallow,HA1606,2016,8/22/2016,SAG,21.38831,-157.6956,0,4.8,6.1,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
10070,MHI,Oahu,OAH-02237,Forereef,Mid,HA1606,2016,8/22/2016,PSC,21.39415,-157.6954,0,10.9,12.6,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
10059,MHI,Oahu,OAH-02264,Forereef,Shallow,HA1606,2016,8/22/2016,SAG,21.38386,-157.6946,0,4.5,5.5,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
10064,MHI,Oahu,OAH-02521,Forereef,Mid,HA1606,2016,8/22/2016,PAV,21.38737,-157.6906,0,3.962207,4.571777,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,0,
10065,MHI,Oahu,OAH-02556,Forereef,Shallow,HA1606,2016,8/22/2016,PSC,21.3676,-157.6886,0,4.571777,5.181347,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,0,
13437,MHI,Oahu,OAH-02914,Forereef,Deep,SB1910_MHI,2019,10/31/2019,PAV,21.39591,-157.6882,-1,24.7,25.1,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
10060,MHI,Oahu,OAH-02270,Forereef,Shallow,HA1606,2016,8/22/2016,SAG,21.36482,-157.6878,0,4.5,4.9,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6431,MHI,Oahu,OAH-00382,Forereef,Deep,SB1320,2013,10/24/2013,PAV,21.39029687,-157.6873922,0,18.9,19.5,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
10069,MHI,Oahu,OAH-02217,Forereef,Deep,HA1606,2016,8/22/2016,PAV,21.39532,-157.6867,0,25.2,25.5,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6416,MHI,Oahu,OAH-01407,Forereef,Mid,SB1320,2013,10/23/2013,PAV,21.38044747,-157.6864096,0,11.88661993,12.49619019,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2013,NA,NA,0,0
13438,MHI,Oahu,OAH-02925,Forereef,Mid,SB1910_MHI,2019,10/31/2019,PAV,21.36766,-157.6864,-1,8.2,8.8,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6444,MHI,Oahu,OAH-00450,Forereef,Shallow,SB1320,2013,10/25/2013,PSC,21.34287693,-157.6842768,0,2.7,4,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6443,MHI,Oahu,OAH-00392,Forereef,Mid,SB1320,2013,10/25/2013,PSC,21.36150956,-157.6829169,0,11.6,12.5,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6442,MHI,Oahu,OAH-00385,Forereef,Deep,SB1320,2013,10/25/2013,RRB,21.38614205,-157.6822845,0,27.9,29,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6439,MHI,Oahu,OAH-00400,Forereef,Mid,SB1320,2013,10/25/2013,AGR,21.35173978,-157.6799119,0,10,11.9,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6418,MHI,Oahu,OAH-01378,Forereef,Deep,SB1320,2013,10/23/2013,PAV,21.36820075,-157.6775579,0,18.59189272,19.5062481,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2013,NA,NA,0,0
10061,MHI,Oahu,OAH-02236,Forereef,Mid,HA1606,2016,8/22/2016,PAV,21.3431,-157.6755,0,12.4,12.8,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6441,MHI,Oahu,OAH-00406,Forereef,Mid,SB1320,2013,10/25/2013,AGR,21.28141478,-157.6705246,0,9.8,12.8,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6415,MHI,Oahu,OAH-01380,Forereef,Deep,SB1320,2013,10/23/2013,PAV,21.34690451,-157.6696382,0,21.03017373,21.33495885,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2013,NA,NA,0,0
13439,MHI,Oahu,OAH-02946,Forereef,Shallow,SB1910_MHI,2019,10/31/2019,AGR,21.32472,-157.6685,-1,5.5,5.8,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6445,MHI,Oahu,OAH-00414,Forereef,Mid,SB1320,2013,10/25/2013,PAV,21.33209344,-157.661276,0,16.2,16.5,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13435,MHI,Oahu,OAH-02930,Forereef,Mid,SB1910_MHI,2019,10/31/2019,AGR,21.32962,-157.6612,-1,6.6,7.1,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
10066,MHI,Oahu,OAH-02538,Forereef,Mid,HA1606,2016,8/22/2016,PAV,21.33058,-157.6603,0,11.88662,12.49619,1,0,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,0,
10072,MHI,Oahu,OAH-02206,Forereef,Deep,HA1606,2016,8/22/2016,AGR,21.28341,-157.654,0,19.7,19.8,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
13436,MHI,Oahu,OAH-02941,Forereef,Deep,SB1910_MHI,2019,10/31/2019,ROB,21.29676,-157.6535,-1,4,4.5,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6440,MHI,Oahu,OAH-00386,Forereef,Deep,SB1320,2013,10/25/2013,RRB,21.32102044,-157.6519647,0,26.3,27,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6446,MHI,Oahu,OAH-00391,Forereef,Mid,SB1320,2013,10/25/2013,ROB,21.29929321,-157.6496592,0,12.7,14.9,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
13434,MHI,Oahu,OAH-02911,Forereef,Shallow,SB1910_MHI,2019,10/31/2019,AGR,21.2863,-157.6494,-1,7.0104,7.10184,0,1,OAH_EAST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6215,MHI,Molokai,MOL-00510,Forereef,Mid,HA1304,2013,8/19/2013,AGR,21.0966783,-157.3142284,0,12.5,13.5,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6198,MHI,Molokai,MOL-01510,Forereef,Mid,HA1304,2013,8/19/2013,AGR,21.09678986,-157.3138321,0,9.753124048,11.88661993,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2013,NA,NA,0,
12814,MHI,Molokai,MOL-02206,Forereef,Mid,SE1902_MHI_LEG1,2019,5/1/2019,PAV,21.10615,-157.3123,0,11,11,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6213,MHI,Molokai,MOL-00508,Forereef,Mid,HA1304,2013,8/19/2013,MIX,21.10530772,-157.3118285,0,9.4,9.6,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6214,MHI,Molokai,MOL-00516,Forereef,Shallow,HA1304,2013,8/19/2013,ROB,21.10414255,-157.3096563,0,3.9,4,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6203,MHI,Molokai,MOL-01516,Forereef,Shallow,HA1304,2013,8/19/2013,PSC,21.10545809,-157.3090216,0,5.486132277,5.790917403,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2013,NA,NA,0,
9700,MHI,Molokai,MOL-01785,Forereef,Mid,HA1606,2016,7/17/2016,PAV,21.09257,-157.3072,0,12.5,13.1,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6197,MHI,Molokai,MOL-01502,Forereef,Deep,HA1304,2013,8/19/2013,PAV,21.13175958,-157.3065268,0,22.55409936,23.16366961,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2013,NA,NA,0,
12813,MHI,Molokai,MOL-02202,Forereef,Deep,SE1902_MHI_LEG1,2019,5/1/2019,PAV,21.13353,-157.3045,0,20.8,23.8,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6206,MHI,Molokai,MOL-00502,Forereef,Mid,HA1304,2013,8/19/2013,MIX,21.12186307,-157.3043795,0,12,14.5,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9695,MHI,Molokai,MOL-02116,Forereef,Shallow,HA1606,2016,7/17/2016,PAV,21.09418,-157.3042,0,5.486132,6.400488,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,0,
12818,MHI,Molokai,MOL-02201,Forereef,Mid,SE1902_MHI_LEG1,2019,5/1/2019,PAV,21.11971,-157.304,0,10.7,11.6,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9694,MHI,Molokai,MOL-02126,Forereef,Shallow,HA1606,2016,7/17/2016,ROB,21.11992,-157.3003,0,4.876562,6.400488,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,0,
6207,MHI,Molokai,MOL-00500,Forereef,Deep,HA1304,2013,8/19/2013,PAV,21.08781075,-157.2973633,0,19,19.5,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
12822,MHI,Molokai,MOL-02300,Forereef,Mid,SE1902_MHI_LEG1,2019,5/1/2019,PAV,21.14721,-157.2943,0,16.76318,17.37275,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6202,MHI,Molokai,MOL-01509,Forereef,Mid,HA1304,2013,8/19/2013,PSC,21.1398783,-157.2934099,0,8.533983542,8.838768668,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2013,NA,NA,0,
6205,MHI,Molokai,MOL-00509,Forereef,Mid,HA1304,2013,8/19/2013,PSC,21.13992725,-157.2933137,0,6.9,8.2,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9698,MHI,Molokai,MOL-01794,Forereef,Mid,HA1606,2016,7/17/2016,PAV,21.1452,-157.2931,0,11.9,12.3,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
9699,MHI,Molokai,MOL-01778,Forereef,Deep,HA1606,2016,7/17/2016,PPR,21.08606,-157.2929,0,21.3,21.6,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6208,MHI,Molokai,MOL-00506,Forereef,Mid,HA1304,2013,8/19/2013,PSC,21.09062858,-157.2902622,0,6.8,7.9,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6212,MHI,Molokai,MOL-00501,Forereef,Deep,HA1304,2013,8/19/2013,PAV,21.1608209,-157.2900753,0,28,29,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6201,MHI,Molokai,MOL-01501,Forereef,Deep,HA1304,2013,8/19/2013,PAV,21.15872894,-157.2899076,0,22.55409936,23.16366961,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2013,NA,NA,0,
6216,MHI,Molokai,MOL-00499,Forereef,Deep,HA1304,2013,8/19/2013,APR,21.08158744,-157.2863284,0,24.8,28,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
12820,MHI,Molokai,MOL-02215,Forereef,Shallow,SE1902_MHI_LEG1,2019,5/1/2019,PSC,21.08995,-157.2853,0,4.9,5.5,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
12817,MHI,Molokai,MOL-02209,Forereef,Deep,SE1902_MHI_LEG1,2019,5/1/2019,PAV,21.16693,-157.2824,0,23.2,23.6,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9703,MHI,Molokai,MOL-01773,Forereef,Deep,HA1606,2016,7/17/2016,PAV,21.08491,-157.2823,0,18,19.8,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
9705,MHI,Molokai,MOL-01799,Forereef,Mid,HA1606,2016,7/17/2016,PAV,21.15768,-157.2823,0,11.5,11.8,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
12823,MHI,Molokai,MOL-02286,Forereef,Deep,SE1902_MHI_LEG1,2019,5/1/2019,PAV,21.08406,-157.2811,0,19.50625,19.50625,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6217,MHI,Molokai,MOL-00513,Forereef,Shallow,HA1304,2013,8/19/2013,APS,21.09088297,-157.2810678,0,4,4.1,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9693,MHI,Molokai,MOL-02115,Forereef,Mid,HA1606,2016,7/17/2016,PSC,21.15767,-157.281,0,8.838769,9.448339,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,0,
6199,MHI,Molokai,MOL-01513,Forereef,Shallow,HA1304,2013,8/19/2013,PSC,21.09064342,-157.280954,0,2.133495885,2.743066138,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2013,NA,NA,0,
9697,MHI,Molokai,MOL-01777,Forereef,Deep,HA1606,2016,7/17/2016,PAV,21.17154,-157.2742,0,20,20.7,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
12812,MHI,Molokai,MOL-02200,Forereef,Deep,SE1902_MHI_LEG1,2019,5/1/2019,PAV,21.17525,-157.2733,0,23.5,23.8,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9704,MHI,Molokai,MOL-01792,Forereef,Mid,HA1606,2016,7/17/2016,PSC,21.16761,-157.266,0,8.5,9.5,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
12821,MHI,Molokai,MOL-02291,Forereef,Deep,SE1902_MHI_LEG1,2019,5/1/2019,PAV,21.19345,-157.263,0,23.77324,25.29717,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9692,MHI,Molokai,MOL-02099,Forereef,Deep,HA1606,2016,7/17/2016,PAV,21.18461,-157.2626,0,19.20146,19.50625,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,0,
9701,MHI,Molokai,MOL-01776,Forereef,Deep,HA1606,2016,7/17/2016,PAV,21.21069,-157.2616,0,22.8,25,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
12815,MHI,Molokai,MOL-02210,Forereef,Mid,SE1902_MHI_LEG1,2019,5/1/2019,AGR,21.08036,-157.2595,0,14.5,14.6,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6211,MHI,Molokai,MOL-00497,Forereef,Deep,HA1304,2013,8/19/2013,AGR,21.07987099,-157.2576947,0,17.6,20.6,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
12816,MHI,Molokai,MOL-02212,Forereef,Mid,SE1902_MHI_LEG1,2019,5/1/2019,PAV,21.18951,-157.2574,0,14.3,14.5,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
6210,MHI,Molokai,MOL-00514,Forereef,Shallow,HA1304,2013,8/19/2013,AGR,21.08532107,-157.2571805,0,4,5.1,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
6200,MHI,Molokai,MOL-01514,Forereef,Shallow,HA1304,2013,8/19/2013,AGR,21.08535158,-157.2566712,0,3.657421518,4.266991771,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2013,NA,NA,0,
12824,MHI,Molokai,MOL-02306,Forereef,Shallow,SE1902_MHI_LEG1,2019,5/1/2019,PAV,21.08477,-157.2562,0,4.876562,5.486132,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
9696,MHI,Molokai,MOL-02105,Forereef,Mid,HA1606,2016,7/17/2016,AGR,21.08267,-157.2556,0,7.619628,8.533984,1,0,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,0,
6204,MHI,Molokai,MOL-00505,Forereef,Mid,HA1304,2013,8/19/2013,PAV,21.18394506,-157.2519781,0,7.5,8.5,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9702,MHI,Molokai,MOL-01800,Forereef,Mid,HA1606,2016,7/17/2016,PAV,21.19637,-157.2506,0,7.4,7.8,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2016,NA,NA,NA,
6209,MHI,Molokai,MOL-00512,Forereef,Shallow,HA1304,2013,8/19/2013,AGR,21.08439571,-157.2428254,0,2.1,3.6,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
12819,MHI,Molokai,MOL-02214,Forereef,Shallow,SE1902_MHI_LEG1,2019,5/1/2019,PSC,21.08264,-157.2349,0,4.3,5.5,0,1,MOL_WEST,RANDOM,RAMP_BASIC,2019,NA,NA,NA,NA
7600,MHI,Molokai,MOL-01609,Forereef,Mid,HA1503,2015,6/22/2015,AGR,21.079462,-157.210834,0,16.7,19,0,1,MOL_SOUTH,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7606,MHI,Molokai,MOL-01526,Forereef,Shallow,HA1503,2015,6/22/2015,SCR,21.079276,-157.20759,0,5.1816,5.7912,0,1,MOL_SOUTH,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7488,MHI,Molokai,MOL-01547,Forereef,Mid,HA1503,2015,6/15/2015,ROB,21.211608,-157.193485,0,9.8,11.1,0,1,MOL_NW,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7482,MHI,Molokai,MOL-01567,Forereef,Shallow,HA1503,2015,6/15/2015,PAV,21.215055,-157.193116,0,5.9436,6.82752,0,1,MOL_NW,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7615,MHI,Molokai,MOL-01610,Forereef,Shallow,HA1503,2015,6/22/2015,AGR,21.081395,-157.190171,0,3.9624,4.63296,0,1,MOL_SOUTH,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
