"","SITE","SITEVISITID","ISLAND","YearSinceDHW4","YearSinceDHW8"
"33360","TUT-02948",11866,NA,NA,NA
"33361","TUT-02952",11888,NA,NA,NA
"33362","TUT-02954",11858,NA,NA,NA
"33363","TUT-03006",12160,NA,NA,NA
"33364","TUT-03020",12162,NA,NA,NA
"33365","TUT-03021",12161,NA,NA,NA
"33366","TUT-03023",12164,NA,NA,NA
"33367","TUT-03026",12163,NA,NA,NA
"33368","TUT-03043",11892,NA,NA,NA
"33369","TUT-04001",13753,NA,NA,NA
"33370","TUT-04003",13754,NA,NA,NA
"33371","TUT-04004",13741,NA,NA,NA
"33372","TUT-04005",13730,NA,NA,NA
"33373","TUT-04006",13743,NA,NA,NA
"33374","TUT-04007",13742,NA,NA,NA
"33375","TUT-04008",13744,NA,NA,NA
"33376","TUT-04009",13728,NA,NA,NA
"33377","TUT-04010",13732,NA,NA,NA
"33378","TUT-04011",13747,NA,NA,NA
"33379","TUT-04014",13749,NA,NA,NA
"33380","TUT-04015",13729,NA,NA,NA
"33381","TUT-04016",13752,NA,NA,NA
"33382","TUT-04018",13757,NA,NA,NA
"33383","TUT-04022",13748,NA,NA,NA
"33384","TUT-04025",13745,NA,NA,NA
"33385","TUT-04028",13746,NA,NA,NA
"33386","TUT-04029",13758,NA,NA,NA
"33387","TUT-04031",13759,NA,NA,NA
"33388","TUT-04033",13750,NA,NA,NA
"33389","TUT-04034",13755,NA,NA,NA
"33390","TUT-04038",13731,NA,NA,NA
"33391","TUT-04040",13751,NA,NA,NA
"33392","TUT-04043",13756,NA,NA,NA
"33393","TUT-04100",13705,NA,NA,NA
"33394","TUT-04101",13704,NA,NA,NA
"33395","TUT-04102",13707,NA,NA,NA
"33396","TUT-04103",13706,NA,NA,NA
"33397","TUT-04111",13719,NA,NA,NA
"33398","TUT-04112",13721,NA,NA,NA
"33399","TUT-04119",13733,NA,NA,NA
"33400","TUT-04123",13735,NA,NA,NA
"33401","TUT-04124",13734,NA,NA,NA
"33402","TUT-04125",13720,NA,NA,NA
"33403","TUT-04128",13709,NA,NA,NA
"33404","TUT-04129",13708,NA,NA,NA
"33405","TUT-04132",13700,NA,NA,NA
"33406","TUT-04133",13727,NA,NA,NA
"33407","TUT-04135",13702,NA,NA,NA
"33408","TUT-04138",13726,NA,NA,NA
"33409","TUT-04140",13701,NA,NA,NA
"33410","TUT-04142",13736,NA,NA,NA
"33411","TUT-04143",13723,NA,NA,NA
"33412","TUT-04146",13722,NA,NA,NA
"33413","TUT-04148",13724,NA,NA,NA
"33414","TUT-04150",13737,NA,NA,NA
"33415","TUT-04154",13738,NA,NA,NA
"33416","TUT-04161",13713,NA,NA,NA
"33417","TUT-04162",13714,NA,NA,NA
"33418","TUT-04166",13718,NA,NA,NA
"33419","TUT-04167",13739,NA,NA,NA
"33420","TUT-04168",13725,NA,NA,NA
"33421","TUT-04170",13716,NA,NA,NA
"33422","TUT-04173",13740,NA,NA,NA
"33423","TUT-04175",13712,NA,NA,NA
"33424","TUT-04176",13715,NA,NA,NA
"33425","TUT-04179",13717,NA,NA,NA
"33426","TUT-04180",13710,NA,NA,NA
"33427","TUT-04181",13703,NA,NA,NA
"33428","TUT-04183",13711,NA,NA,NA
"33429","TUT-05000",11856,NA,NA,NA
"33430","TUT-05001",11880,NA,NA,NA
"33431","TUT-05003",11939,NA,NA,NA
"33432","TUT-05004",11940,NA,NA,NA
"33433","TUT-05005",11941,NA,NA,NA
"33434","WAK-00360",6533,NA,NA,NA
"33435","WAK-00363",6549,NA,NA,NA
"33436","WAK-00369",6532,NA,NA,NA
"33437","WAK-00383",6550,NA,NA,NA
"33438","WAK-00384",6564,NA,NA,NA
"33439","WAK-00388",6537,NA,NA,NA
"33440","WAK-00392",6536,NA,NA,NA
"33441","WAK-00395",6551,NA,NA,NA
"33442","WAK-00404",6534,NA,NA,NA
"33443","WAK-00408",6519,NA,NA,NA
"33444","WAK-00412",6518,NA,NA,NA
"33445","WAK-00413",6547,NA,NA,NA
"33446","WAK-00417",6517,NA,NA,NA
"33447","WAK-00419",6535,NA,NA,NA
"33448","WAK-00426",6520,NA,NA,NA
"33449","WAK-00429",6548,NA,NA,NA
"33450","WAK-00430",6495,NA,NA,NA
"33451","WAK-00433",6566,NA,NA,NA
"33452","WAK-00434",6563,NA,NA,NA
"33453","WAK-00436",6531,NA,NA,NA
"33454","WAK-00594",10577,NA,NA,NA
"33455","WAK-00596",10575,NA,NA,NA
"33456","WAK-00605",10525,NA,NA,NA
"33457","WAK-00606",10564,NA,NA,NA
"33458","WAK-00618",10548,NA,NA,NA
"33459","WAK-00626",10545,NA,NA,NA
"33460","WAK-00635",10579,NA,NA,NA
"33461","WAK-00656",10531,NA,NA,NA
"33462","WAK-00661",10581,NA,NA,NA
"33463","WAK-00668",10530,NA,NA,NA
"33464","WAK-00675",10529,NA,NA,NA
"33465","WAK-00679",10527,NA,NA,NA
"33466","WAK-00688",10546,NA,NA,NA
"33467","WAK-00700",10549,NA,NA,NA
"33468","WAK-00706",10550,NA,NA,NA
"33469","WAK-00707",10565,NA,NA,NA
"33470","WAK-00711",10576,NA,NA,NA
"33471","WAK-00713",10580,NA,NA,NA
"33472","WAK-00714",10566,NA,NA,NA
"33473","WAK-00718",10532,NA,NA,NA
"33474","WAK-00735",10568,NA,NA,NA
"33475","WAK-00752",10551,NA,NA,NA
"33476","WAK-00763",10578,NA,NA,NA
"33477","WAK-00764",10528,NA,NA,NA
"33478","WAK-00766",10582,NA,NA,NA
"33479","WAK-00768",10547,NA,NA,NA
"33480","WAK-00770",10567,NA,NA,NA
"33481","WAK-00788",10526,NA,NA,NA
"33482","AGR-00311",10912,NA,NA,NA
"33483","AGR-00313",10914,NA,NA,NA
"33484","AGR-00318",10900,NA,NA,NA
"33485","AGR-00352",10899,NA,NA,NA
"33486","AGR-00353",10901,NA,NA,NA
"33487","AGR-00380",10913,NA,NA,NA
"33488","AGR-00397",10915,NA,NA,NA
"33489","AGU-00281",6742,NA,NA,NA
"33490","AGU-00289",6743,NA,NA,NA
"33491","AGU-00302",6750,NA,NA,NA
"33492","AGU-00308",6751,NA,NA,NA
"33493","AGU-00314",6741,NA,NA,NA
"33494","AGU-00332",6744,NA,NA,NA
"33495","AGU-00397",10850,NA,NA,NA
"33496","AGU-00416",10866,NA,NA,NA
"33497","AGU-00423",10847,NA,NA,NA
"33498","AGU-00431",10851,NA,NA,NA
"33499","AGU-00457",10848,NA,NA,NA
"33500","AGU-00470",10849,NA,NA,NA
"33501","AGU-00487",10852,NA,NA,NA
"33502","AGU-00509",10865,NA,NA,NA
"33503","AGU-00515",10853,NA,NA,NA
"33504","AGU-00520",10867,NA,NA,NA
"33505","ALA-00178",7079,NA,NA,NA
"33506","ALA-00184",7078,NA,NA,NA
"33507","ALA-00194",7093,NA,NA,NA
"33508","ALA-00205",7077,NA,NA,NA
"33509","ALA-00209",7092,NA,NA,NA
"33510","ALA-00211",7076,NA,NA,NA
"33511","ALA-00259",10982,NA,NA,NA
"33512","ALA-00276",10983,NA,NA,NA
"33513","ALA-00283",10985,NA,NA,NA
"33514","ALA-00298",10984,NA,NA,NA
"33515","ASC-00303",7018,NA,NA,NA
"33516","ASC-00305",7012,NA,NA,NA
"33517","ASC-00307",7017,NA,NA,NA
"33518","ASC-00308",6998,NA,NA,NA
"33519","ASC-00309",7002,NA,NA,NA
"33520","ASC-00312",7000,NA,NA,NA
"33521","ASC-00316",7019,NA,NA,NA
"33522","ASC-00317",7001,NA,NA,NA
"33523","ASC-00318",7013,NA,NA,NA
"33524","ASC-00324",7011,NA,NA,NA
"33525","ASC-00337",7010,NA,NA,NA
"33526","ASC-00339",7016,NA,NA,NA
"33527","ASC-00401",10986,NA,NA,NA
"33528","ASC-00404",11001,NA,NA,NA
"33529","ASC-00414",11002,NA,NA,NA
"33530","ASC-00425",11005,NA,NA,NA
"33531","ASC-00437",11006,NA,NA,NA
"33532","ASC-00448",11003,NA,NA,NA
"33533","ASC-00455",11007,NA,NA,NA
"33534","ASC-00456",10988,NA,NA,NA
"33535","ASC-00464",11004,NA,NA,NA
"33536","ASC-00466",10987,NA,NA,NA
"33537","ASC-00487",11008,NA,NA,NA
"33538","ASC-00490",10989,NA,NA,NA
"33539","BAK-00407",8006,NA,NA,NA
"33540","BAK-00408",7984,NA,NA,NA
"33541","BAK-00418",8007,NA,NA,NA
"33542","BAK-00441",8021,NA,NA,NA
"33543","BAK-00445",8023,NA,NA,NA
"33544","BAK-00452",8008,NA,NA,NA
"33545","BAK-00454",7986,NA,NA,NA
"33546","BAK-00457",7985,NA,NA,NA
"33547","BAK-00462",8010,NA,NA,NA
"33548","BAK-00467",8022,NA,NA,NA
"33549","BAK-00469",8020,NA,NA,NA
"33550","BAK-00480",7971,NA,NA,NA
"33551","BAK-00490",7987,NA,NA,NA
"33552","BAK-00497",7970,NA,NA,NA
"33553","BAK-00506",7972,NA,NA,NA
"33554","BAK-00509",10459,NA,NA,NA
"33555","BAK-00511",10458,NA,NA,NA
"33556","BAK-00573",10464,NA,NA,NA
"33557","BAK-00581",10460,NA,NA,NA
"33558","BAK-00644",10461,NA,NA,NA
"33559","BAK-00649",10463,NA,NA,NA
"33560","BAK-00678",10462,NA,NA,NA
"33561","BAK-00724",11714,NA,NA,NA
"33562","BAK-00725",11700,NA,NA,NA
"33563","BAK-00745",11701,NA,NA,NA
"33564","BAK-00752",11715,NA,NA,NA
"33565","BAK-00761",11679,NA,NA,NA
"33566","BAK-00763",11718,NA,NA,NA
"33567","BAK-00770",11719,NA,NA,NA
"33568","BAK-00776",11680,NA,NA,NA
"33569","BAK-00804",11716,NA,NA,NA
"33570","BAK-00813",11702,NA,NA,NA
"33571","FDP-00208",7057,NA,NA,NA
"33572","FDP-00212",7050,NA,NA,NA
"33573","FDP-00221",7048,NA,NA,NA
"33574","FDP-00227",7055,NA,NA,NA
"33575","FDP-00230",7049,NA,NA,NA
"33576","FDP-00239",7047,NA,NA,NA
"33577","FDP-00247",7056,NA,NA,NA
"33578","FDP-00283",11025,NA,NA,NA
"33579","FDP-00289",11026,NA,NA,NA
"33580","FDP-00302",11049,NA,NA,NA
"33581","FDP-00308",11029,NA,NA,NA
"33582","FDP-00309",11052,NA,NA,NA
"33583","FDP-00314",11051,NA,NA,NA
"33584","FDP-00321",11030,NA,NA,NA
"33585","FDP-00327",11028,NA,NA,NA
"33586","FDP-00340",11050,NA,NA,NA
"33587","FDP-00353",11031,NA,NA,NA
"33588","FDP-00361",11027,NA,NA,NA
"33589","FDP-00372",11032,NA,NA,NA
"33590","FFS-01234",10125,NA,NA,NA
"33591","FFS-01258",10114,NA,NA,NA
"33592","FFS-01266",10098,NA,NA,NA
"33593","FFS-01270",10345,NA,NA,NA
"33594","FFS-01271",10368,NA,NA,NA
"33595","FFS-01272",10344,NA,NA,NA
"33596","FFS-01279",10378,NA,NA,NA
"33597","FFS-01284",10099,NA,NA,NA
"33598","FFS-01288",10366,NA,NA,NA
"33599","FFS-01301",10097,NA,NA,NA
"33600","FFS-01302",10100,NA,NA,NA
"33601","FFS-01309",10377,NA,NA,NA
"33602","FFS-01314",10365,NA,NA,NA
"33603","FFS-01317",10367,NA,NA,NA
"33604","FFS-01328",10376,NA,NA,NA
"33605","FFS-01336",10347,NA,NA,NA
"33606","FFS-01338",10379,NA,NA,NA
"33607","FFS-01341",10346,NA,NA,NA
"33608","FFS-01350",10115,NA,NA,NA
"33609","FFS-01355",10111,NA,NA,NA
"33610","FFS-01357",10110,NA,NA,NA
"33611","FFS-01360",10383,NA,NA,NA
"33612","FFS-01362",10117,NA,NA,NA
"33613","FFS-01368",10126,NA,NA,NA
"33614","FFS-01369",10116,NA,NA,NA
"33615","FFS-01394",10382,NA,NA,NA
"33616","FFS-04018",7248,NA,NA,NA
"33617","FFS-04030",7271,NA,NA,NA
"33618","FFS-04042",7270,NA,NA,NA
"33619","FFS-04043",7245,NA,NA,NA
"33620","FFS-04059",7272,NA,NA,NA
"33621","FFS-04062",7243,NA,NA,NA
"33622","FFS-04064",7249,NA,NA,NA
"33623","FFS-04067",7247,NA,NA,NA
"33624","FFS-04079",7246,NA,NA,NA
"33625","FFS-04084",7273,NA,NA,NA
"33626","FFS-04110",9034,NA,NA,NA
"33627","FFS-04112",9033,NA,NA,NA
"33628","FFS-04152",9032,NA,NA,NA
"33629","FFS-04153",9042,NA,NA,NA
"33630","FFS-04154",9043,NA,NA,NA
"33631","FFS-04155",9044,NA,NA,NA
"33632","FFS-04365",11250,NA,NA,NA
"33633","FFS-04383",11245,NA,NA,NA
"33634","FFS-04390",11419,NA,NA,NA
"33635","FFS-04395",11418,NA,NA,NA
"33636","FFS-04454",11408,NA,NA,NA
"33637","FFS-04461",11241,NA,NA,NA
"33638","FFS-04472",11409,NA,NA,NA
"33639","FFS-04493",11410,NA,NA,NA
"33640","FFS-04508",11246,NA,NA,NA
"33641","FFS-04523",11412,NA,NA,NA
"33642","FFS-04527",11251,NA,NA,NA
"33643","GUA-01376",6587,NA,NA,NA
"33644","GUA-01387",6586,NA,NA,NA
"33645","GUA-01390",6631,NA,NA,NA
"33646","GUA-01394",6646,NA,NA,NA
"33647","GUA-01395",6630,NA,NA,NA
"33648","GUA-01421",6628,NA,NA,NA
"33649","GUA-01422",6629,NA,NA,NA
"33650","GUA-01435",6644,NA,NA,NA
"33651","GUA-01438",6645,NA,NA,NA
"33652","GUA-01446",6643,NA,NA,NA
"33653","GUA-01459",6627,NA,NA,NA
"33654","GUA-01462",6666,NA,NA,NA
"33655","GUA-01472",6665,NA,NA,NA
"33656","GUA-01476",6668,NA,NA,NA
"33657","GUA-01487",6664,NA,NA,NA
"33658","GUA-01495",6683,NA,NA,NA
"33659","GUA-01503",6684,NA,NA,NA
"33660","GUA-01510",6682,NA,NA,NA
"33661","GUA-01521",6697,NA,NA,NA
"33662","GUA-01543",6578,NA,NA,NA
"33663","GUA-01552",6580,NA,NA,NA
"33664","GUA-01554",6669,NA,NA,NA
"33665","GUA-01560",6601,NA,NA,NA
"33666","GUA-01565",6588,NA,NA,NA
"33667","GUA-01567",6600,NA,NA,NA
"33668","GUA-01575",6676,NA,NA,NA
"33669","GUA-01593",6579,NA,NA,NA
"33670","GUA-01601",6599,NA,NA,NA
"33671","GUA-01603",6674,NA,NA,NA
"33672","GUA-01604",6677,NA,NA,NA
"33673","GUA-01618",6667,NA,NA,NA
"33674","GUA-01619",6696,NA,NA,NA
"33675","GUA-01624",6598,NA,NA,NA
"33676","GUA-01625",6670,NA,NA,NA
"33677","GUA-01639",6675,NA,NA,NA
"33678","GUA-01851",10655,NA,NA,NA
"33679","GUA-01859",10656,NA,NA,NA
"33680","GUA-01864",10674,NA,NA,NA
"33681","GUA-01869",10657,NA,NA,NA
"33682","GUA-01870",10755,NA,NA,NA
"33683","GUA-01906",10686,NA,NA,NA
"33684","GUA-01908",10754,NA,NA,NA
"33685","GUA-01919",10687,NA,NA,NA
"33686","GUA-01939",10670,NA,NA,NA
"33687","GUA-01944",10756,NA,NA,NA
"33688","GUA-01951",10671,NA,NA,NA
"33689","GUA-02016",10689,NA,NA,NA
"33690","GUA-02020",10691,NA,NA,NA
"33691","GUA-02107",10628,NA,NA,NA
"33692","GUA-02125",10631,NA,NA,NA
"33693","GUA-02140",10682,NA,NA,NA
"33694","GUA-02149",10634,NA,NA,NA
"33695","GUA-02161",10658,NA,NA,NA
"33696","GUA-02166",10630,NA,NA,NA
"33697","GUA-02193",10629,NA,NA,NA
"33698","GUA-02231",10633,NA,NA,NA
"33699","GUA-02247",10673,NA,NA,NA
"33700","GUA-02254",10690,NA,NA,NA
"33701","GUA-02258",10672,NA,NA,NA
"33702","GUA-02274",10753,NA,NA,NA
"33703","GUA-02291",10685,NA,NA,NA
"33704","GUA-02319",10680,NA,NA,NA
"33705","GUA-02332",10681,NA,NA,NA
"33706","GUA-02339",10632,NA,NA,NA
"33707","GUA-02351",10683,NA,NA,NA
"33708","GUG-00201",7159,NA,NA,NA
"33709","GUG-00204",7161,NA,NA,NA
"33710","GUG-00230",7158,NA,NA,NA
"33711","GUG-00234",7160,NA,NA,NA
"33712","GUG-00241",7173,NA,NA,NA
"33713","GUG-00278",10885,NA,NA,NA
"33714","GUG-00293",10884,NA,NA,NA
"33715","GUG-00318",10886,NA,NA,NA
"33716","HAW-01402",5936,NA,NA,NA
"33717","HAW-01411",5937,NA,NA,NA
"33718","HAW-01448",5939,NA,NA,NA
"33719","HAW-01468",5938,NA,NA,NA
"33720","HAW-01476",5942,NA,NA,NA
"33721","HAW-01487",5947,NA,NA,NA
"33722","HAW-01488",6015,NA,NA,NA
"33723","HAW-01540",6016,NA,NA,NA
"33724","HAW-01566",5948,NA,NA,NA
"33725","HAW-01579",6017,NA,NA,NA
"33726","HAW-01619",6018,NA,NA,NA
"33727","HAW-01625",5967,NA,NA,NA
"33728","HAW-01631",5955,NA,NA,NA
"33729","HAW-01643",5956,NA,NA,NA
"33730","HAW-01648",5982,NA,NA,NA
"33731","HAW-01677",5986,NA,NA,NA
"33732","HAW-01693",5987,NA,NA,NA
"33733","HAW-01733",5988,NA,NA,NA
"33734","HAW-01743",5983,NA,NA,NA
"33735","HAW-01748",5957,NA,NA,NA
"33736","HAW-01750",5968,NA,NA,NA
"33737","HAW-01757",5969,NA,NA,NA
"33738","HAW-01759",5981,NA,NA,NA
"33739","HAW-01766",5989,NA,NA,NA
"33740","HAW-03008",9900,NA,NA,NA
"33741","HAW-03009",9960,NA,NA,NA
"33742","HAW-03010",9946,NA,NA,NA
"33743","HAW-03042",9882,NA,NA,NA
"33744","HAW-03057",9898,NA,NA,NA
"33745","HAW-03075",9962,NA,NA,NA
"33746","HAW-03077",9961,NA,NA,NA
"33747","HAW-03079",9948,NA,NA,NA
"33748","HAW-03084",9901,NA,NA,NA
"33749","HAW-03085",9963,NA,NA,NA
"33750","HAW-03087",9899,NA,NA,NA
"33751","HAW-03095",9883,NA,NA,NA
"33752","HAW-03106",9881,NA,NA,NA
"33753","HAW-03115",9947,NA,NA,NA
"33754","HAW-03132",9866,NA,NA,NA
"33755","HAW-03148",9873,NA,NA,NA
"33756","HAW-03151",9867,NA,NA,NA
"33757","HAW-03157",9869,NA,NA,NA
"33758","HAW-03172",9874,NA,NA,NA
"33759","HAW-03186",9876,NA,NA,NA
"33760","HAW-03192",9875,NA,NA,NA
"33761","HAW-03204",9868,NA,NA,NA
"33762","HAW-03236",9851,NA,NA,NA
"33763","HAW-03261",9852,NA,NA,NA
"33764","HAW-03281",9853,NA,NA,NA
"33765","HAW-03288",9854,NA,NA,NA
"33766","HAW-03291",9855,NA,NA,NA
"33767","HAW-03317",9950,NA,NA,NA
"33768","HAW-03321",9902,NA,NA,NA
"33769","HAW-03326",9880,NA,NA,NA
"33770","HAW-03336",9949,NA,NA,NA
"33771","HAW-03433",12870,NA,NA,NA
"33772","HAW-03434",12868,NA,NA,NA
"33773","HAW-03436",12877,NA,NA,NA
"33774","HAW-03441",12878,NA,NA,NA
"33775","HAW-03445",12871,NA,NA,NA
"33776","HAW-03451",12869,NA,NA,NA
"33777","HAW-03465",12879,NA,NA,NA
"33778","HAW-04203",12999,NA,NA,NA
"33779","HAW-04208",12974,NA,NA,NA
"33780","HAW-04219",12997,NA,NA,NA
"33781","HAW-04220",12965,NA,NA,NA
"33782","HAW-04221",12958,NA,NA,NA
"33783","HAW-04222",12996,NA,NA,NA
"33784","HAW-04224",12972,NA,NA,NA
"33785","HAW-04227",12966,NA,NA,NA
"33786","HAW-04231",12973,NA,NA,NA
"33787","HAW-04232",12971,NA,NA,NA
"33788","HAW-04234",12998,NA,NA,NA
"33789","HAW-04237",12957,NA,NA,NA
"33790","HAW-04239",12956,NA,NA,NA
"33791","HAW-04240",13013,NA,NA,NA
"33792","HAW-04241",13014,NA,NA,NA
"33793","HAW-04243",13022,NA,NA,NA
"33794","HAW-04245",12929,NA,NA,NA
"33795","HAW-04247",12959,NA,NA,NA
"33796","HAW-04249",12967,NA,NA,NA
"33797","HAW-04252",12934,NA,NA,NA
"33798","HAW-04253",12938,NA,NA,NA
"33799","HAW-04254",13012,NA,NA,NA
"33800","HAW-04257",12936,NA,NA,NA
"33801","HAW-04259",13062,NA,NA,NA
"33802","HAW-04260",13015,NA,NA,NA
"33803","HAW-04263",12927,NA,NA,NA
"33804","HAW-04264",13028,NA,NA,NA
"33805","HAW-04267",12939,NA,NA,NA
"33806","HAW-04268",13026,NA,NA,NA
"33807","HAW-04272",12935,NA,NA,NA
"33808","HAW-04277",12928,NA,NA,NA
"33809","HAW-04278",12940,NA,NA,NA
"33810","HAW-04280",13024,NA,NA,NA
"33811","HAW-04283",12941,NA,NA,NA
"33812","HAW-04285",12937,NA,NA,NA
"33813","HAW-04287",13023,NA,NA,NA
"33814","HAW-04292",13063,NA,NA,NA
"33815","HAW-04294",13027,NA,NA,NA
"33816","HAW-04296",13025,NA,NA,NA
"33817","HAW-04299",13064,NA,NA,NA
"33818","HAW-04300",12926,NA,NA,NA
"33819","HAW-04304",13021,NA,NA,NA
"33820","HOW-00600",7943,NA,NA,NA
"33821","HOW-00604",7909,NA,NA,NA
"33822","HOW-00607",7942,NA,NA,NA
"33823","HOW-00611",7920,NA,NA,NA
"33824","HOW-00617",7933,NA,NA,NA
"33825","HOW-00636",7935,NA,NA,NA
"33826","HOW-00640",7949,NA,NA,NA
"33827","HOW-00642",7945,NA,NA,NA
"33828","HOW-00646",7911,NA,NA,NA
"33829","HOW-00647",7944,NA,NA,NA
"33830","HOW-00648",7922,NA,NA,NA
"33831","HOW-00650",7948,NA,NA,NA
"33832","HOW-00655",7910,NA,NA,NA
"33833","HOW-00672",7947,NA,NA,NA
"33834","HOW-00686",7964,NA,NA,NA
"33835","HOW-00687",7960,NA,NA,NA
"33836","HOW-00688",7923,NA,NA,NA
"33837","HOW-00690",7921,NA,NA,NA
"33838","HOW-00694",7934,NA,NA,NA
"33839","HOW-00697",7936,NA,NA,NA
"33840","HOW-00699",7963,NA,NA,NA
"33841","HOW-00719",10496,NA,NA,NA
"33842","HOW-00746",10495,NA,NA,NA
"33843","HOW-00778",10497,NA,NA,NA
"33844","HOW-00805",10498,NA,NA,NA
"33845","HOW-00818",10500,NA,NA,NA
"33846","HOW-00822",10499,NA,NA,NA
"33847","HOW-00860",11642,NA,NA,NA
"33848","HOW-00861",11622,NA,NA,NA
"33849","HOW-00862",11660,NA,NA,NA
"33850","HOW-00865",11620,NA,NA,NA
"33851","HOW-00866",11573,NA,NA,NA
"33852","HOW-00890",11643,NA,NA,NA
"33853","HOW-00891",11644,NA,NA,NA
"33854","HOW-00910",11621,NA,NA,NA
"33855","HOW-01031",11661,NA,NA,NA
"33856","JAR-00602",8736,NA,NA,NA
"33857","JAR-00605",8712,NA,NA,NA
"33858","JAR-00608",8690,NA,NA,NA
"33859","JAR-00613",8782,NA,NA,NA
"33860","JAR-00615",8740,NA,NA,NA
"33861","JAR-00617",8716,NA,NA,NA
"33862","JAR-00622",8784,NA,NA,NA
"33863","JAR-00625",8778,NA,NA,NA
"33864","JAR-00627",8738,NA,NA,NA
"33865","JAR-00628",8779,NA,NA,NA
"33866","JAR-00631",8760,NA,NA,NA
"33867","JAR-00634",8761,NA,NA,NA
"33868","JAR-00637",8741,NA,NA,NA
"33869","JAR-00638",8759,NA,NA,NA
"33870","JAR-00642",8691,NA,NA,NA
"33871","JAR-00644",8742,NA,NA,NA
"33872","JAR-00645",8762,NA,NA,NA
"33873","JAR-00647",8695,NA,NA,NA
"33874","JAR-00649",8777,NA,NA,NA
"33875","JAR-00653",8757,NA,NA,NA
"33876","JAR-00657",8717,NA,NA,NA
"33877","JAR-00659",8681,NA,NA,NA
"33878","JAR-00661",8756,NA,NA,NA
"33879","JAR-00662",8694,NA,NA,NA
"33880","JAR-00663",8737,NA,NA,NA
"33881","JAR-00665",8783,NA,NA,NA
"33882","JAR-00667",8714,NA,NA,NA
"33883","JAR-00668",8780,NA,NA,NA
"33884","JAR-00669",8758,NA,NA,NA
"33885","JAR-00674",8713,NA,NA,NA
"33886","JAR-00682",8743,NA,NA,NA
"33887","JAR-00688",8696,NA,NA,NA
"33888","JAR-00694",8739,NA,NA,NA
"33889","JAR-00696",8715,NA,NA,NA
"33890","JAR-00699",8682,NA,NA,NA
"33891","JAR-00704",8692,NA,NA,NA
"33892","JAR-00707",8785,NA,NA,NA
"33893","JAR-00708",8697,NA,NA,NA
"33894","JAR-00721",8683,NA,NA,NA
"33895","JAR-00722",8693,NA,NA,NA
"33896","JAR-00728",8763,NA,NA,NA
"33897","JAR-00730",8718,NA,NA,NA
"33898","JAR-00850",9575,NA,NA,NA
"33899","JAR-00854",9583,NA,NA,NA
"33900","JAR-00860",9570,NA,NA,NA
"33901","JAR-00866",9592,NA,NA,NA
"33902","JAR-00871",9573,NA,NA,NA
"33903","JAR-00875",9601,NA,NA,NA
"33904","JAR-00878",9610,NA,NA,NA
"33905","JAR-00882",9605,NA,NA,NA
"33906","JAR-00885",9572,NA,NA,NA
"33907","JAR-00886",9584,NA,NA,NA
"33908","JAR-00887",9604,NA,NA,NA
"33909","JAR-00888",9594,NA,NA,NA
"33910","JAR-00891",9576,NA,NA,NA
"33911","JAR-00893",9596,NA,NA,NA
"33912","JAR-00895",9603,NA,NA,NA
"33913","JAR-00901",9612,NA,NA,NA
"33914","JAR-00902",9613,NA,NA,NA
"33915","JAR-00906",9611,NA,NA,NA
"33916","JAR-00910",9600,NA,NA,NA
"33917","JAR-00913",9602,NA,NA,NA
"33918","JAR-00918",9593,NA,NA,NA
"33919","JAR-00920",9586,NA,NA,NA
"33920","JAR-00921",9595,NA,NA,NA
"33921","JAR-00932",9585,NA,NA,NA
"33922","JAR-00936",9614,NA,NA,NA
"33923","JAR-00939",9578,NA,NA,NA
"33924","JAR-00941",9587,NA,NA,NA
"33925","JAR-00951",9571,NA,NA,NA
"33926","JAR-00954",9574,NA,NA,NA
"33927","JAR-00959",9577,NA,NA,NA
"33928","JAR-01111",10432,NA,NA,NA
"33929","JAR-01113",10399,NA,NA,NA
"33930","JAR-01122",10427,NA,NA,NA
"33931","JAR-01126",10416,NA,NA,NA
"33932","JAR-01131",10418,NA,NA,NA
"33933","JAR-01133",10419,NA,NA,NA
"33934","JAR-01137",10447,NA,NA,NA
"33935","JAR-01142",10433,NA,NA,NA
"33936","JAR-01158",10428,NA,NA,NA
"33937","JAR-01680",10421,NA,NA,NA
"33938","JAR-01681",10420,NA,NA,NA
"33939","JAR-01685",10422,NA,NA,NA
"33940","JAR-01686",10445,NA,NA,NA
"33941","JAR-01687",10435,NA,NA,NA
"33942","JAR-01688",10401,NA,NA,NA
"33943","JAR-01699",10429,NA,NA,NA
"33944","JAR-01715",10400,NA,NA,NA
"33945","JAR-01718",10424,NA,NA,NA
"33946","JAR-01720",10430,NA,NA,NA
"33947","JAR-01723",10431,NA,NA,NA
"33948","JAR-01745",10403,NA,NA,NA
"33949","JAR-01751",10423,NA,NA,NA
"33950","JAR-01752",10417,NA,NA,NA
"33951","JAR-01753",10443,NA,NA,NA
"33952","JAR-01757",10450,NA,NA,NA
"33953","JAR-01760",10434,NA,NA,NA
"33954","JAR-01761",10448,NA,NA,NA
"33955","JAR-01763",10442,NA,NA,NA
"33956","JAR-01767",10402,NA,NA,NA
"33957","JAR-01776",10449,NA,NA,NA
"33958","JAR-01779",10444,NA,NA,NA
"33959","JAR-01789",10446,NA,NA,NA
"33960","JAR-01900",12300,NA,NA,NA
"33961","JAR-01915",12301,NA,NA,NA
"33962","JAR-01916",12213,NA,NA,NA
"33963","JAR-01918",12247,NA,NA,NA
"33964","JAR-01919",12232,NA,NA,NA
"33965","JAR-01923",12302,NA,NA,NA
